"year","name","percent","sex"
1929,"Jeannine",0.001021,"girl"
1929,"Madeline",0.00102,"girl"
1929,"Imogene",0.001018,"girl"
1929,"Rosalie",0.001004,"girl"
1929,"Mamie",0.000994,"girl"
1929,"Joy",0.00098,"girl"
1929,"Ada",0.000976,"girl"
1929,"Flora",0.000968,"girl"
1929,"Lila",0.000954,"girl"
1929,"Rebecca",0.00094,"girl"
1929,"Daisy",0.000935,"girl"
1929,"Faye",0.000934,"girl"
1929,"Miriam",0.000926,"girl"
1929,"Irma",0.000924,"girl"
1929,"Colleen",0.000921,"girl"
1929,"Mable",0.00092,"girl"
1929,"Carmen",0.000919,"girl"
1929,"Marcella",0.000897,"girl"
1929,"Eula",0.000888,"girl"
1929,"Bettie",0.000886,"girl"
1929,"Teresa",0.000881,"girl"
1929,"Nora",0.000881,"girl"
1929,"Eloise",0.000876,"girl"
1929,"Johnnie",0.000856,"girl"
1929,"Iris",0.000845,"girl"
1929,"Nina",0.000838,"girl"
1929,"Sue",0.000817,"girl"
1929,"Susie",0.000807,"girl"
1929,"Charlene",0.000806,"girl"
1929,"Antoinette",0.000805,"girl"
1929,"Jeannette",0.000805,"girl"
1929,"Rosemarie",0.000798,"girl"
1929,"Ernestine",0.000789,"girl"
1929,"Estelle",0.000785,"girl"
1929,"Olga",0.000775,"girl"
1929,"Gwendolyn",0.000769,"girl"
1929,"Regina",0.000767,"girl"
1929,"Bette",0.000762,"girl"
1929,"Susan",0.000758,"girl"
1929,"Della",0.000748,"girl"
1929,"Maggie",0.000747,"girl"
1929,"Lorene",0.000738,"girl"
1929,"Priscilla",0.000727,"girl"
1929,"Sadie",0.000715,"girl"
1929,"Victoria",0.000711,"girl"
1929,"Melba",0.000708,"girl"
1929,"Winifred",0.000705,"girl"
1929,"Diane",0.000688,"girl"
1929,"Angelina",0.000672,"girl"
1929,"Katie",0.000659,"girl"
1929,"Henrietta",0.000658,"girl"
1929,"Lydia",0.000646,"girl"
1929,"Annette",0.000633,"girl"
1929,"Janie",0.000607,"girl"
1929,"Bettye",0.000605,"girl"
1929,"Freda",0.000601,"girl"
1929,"Amelia",0.000595,"girl"
1929,"Jewel",0.000594,"girl"
1929,"Fern",0.000588,"girl"
1929,"Ollie",0.000586,"girl"
1929,"Ina",0.000584,"girl"
1929,"Angela",0.000582,"girl"
1929,"Deloris",0.000582,"girl"
1929,"Essie",0.000582,"girl"
1929,"Isabel",0.000581,"girl"
1929,"Lottie",0.000581,"girl"
1929,"Nettie",0.00058,"girl"
1929,"Connie",0.000574,"girl"
1929,"Therese",0.000574,"girl"
1929,"Judith",0.000571,"girl"
1929,"Nadine",0.000569,"girl"
1929,"Luella",0.000569,"girl"
1929,"Fay",0.000564,"girl"
1929,"Olive",0.000563,"girl"
1929,"Iva",0.000561,"girl"
1929,"Reba",0.000554,"girl"
1929,"Natalie",0.000549,"girl"
1929,"Patty",0.000546,"girl"
1929,"Sophie",0.000546,"girl"
1929,"Lela",0.000544,"girl"
1929,"Ora",0.000544,"girl"
1929,"Sallie",0.000538,"girl"
1929,"Paula",0.000536,"girl"
1929,"Etta",0.000531,"girl"
1929,"Angeline",0.00053,"girl"
1929,"Adeline",0.000529,"girl"
1929,"Dorthy",0.000527,"girl"
1929,"Marianne",0.000522,"girl"
1929,"Suzanne",0.000521,"girl"
1929,"Veronica",0.00052,"girl"
1929,"Pat",0.000516,"girl"
1929,"Marcia",0.000506,"girl"
1929,"Addie",0.000505,"girl"
1929,"Leola",0.000503,"girl"
1929,"Cleo",0.000502,"girl"
1929,"May",5e-04,"girl"
1929,"Dorothea",0.000493,"girl"
1929,"Selma",0.000487,"girl"
1929,"Jewell",0.000486,"girl"
1929,"Cecelia",0.000483,"girl"
1929,"Adele",0.000479,"girl"
1929,"Clarice",0.000474,"girl"
1929,"Lucile",0.000471,"girl"
1929,"Jacquelyn",0.00047,"girl"
1929,"Elva",0.000468,"girl"
1929,"Goldie",0.000467,"girl"
1929,"Mavis",0.000466,"girl"
1929,"Diana",0.000464,"girl"
1929,"Corinne",0.000459,"girl"
1929,"Elinor",0.000455,"girl"
1929,"Ola",0.000451,"girl"
1929,"Effie",0.000445,"girl"
1929,"Estella",0.000445,"girl"
1929,"Elvira",0.000444,"girl"
1929,"Jackie",0.000442,"girl"
1929,"Jimmie",0.000442,"girl"
1929,"Linda",0.000441,"girl"
1929,"Celia",0.00044,"girl"
1929,"Cecilia",0.000434,"girl"
1929,"Mona",0.00043,"girl"
1929,"Carmela",0.000429,"girl"
1929,"Isabelle",0.000428,"girl"
1929,"Willa",0.000428,"girl"
1929,"Myra",0.000424,"girl"
1929,"Nell",0.000424,"girl"
1929,"Cynthia",0.000422,"girl"
1929,"Lizzie",0.000422,"girl"
1929,"Rhoda",0.000417,"girl"
1929,"Bernadine",0.000415,"girl"
1929,"Ila",0.000415,"girl"
1929,"Lenora",0.000415,"girl"
1929,"Annabelle",0.000414,"girl"
1929,"Helene",0.000413,"girl"
1929,"Lee",0.000413,"girl"
1929,"Glenna",0.000412,"girl"
1929,"Alta",0.000411,"girl"
1929,"Frankie",0.00041,"girl"
1929,"Lou",0.00041,"girl"
1929,"Francis",0.00041,"girl"
1929,"Gracie",0.000398,"girl"
1929,"Olivia",0.000395,"girl"
1929,"Arline",0.000393,"girl"
1929,"Robert",0.00038,"girl"
1929,"Lenore",0.000374,"girl"
1929,"Earline",0.000371,"girl"
1929,"Lupe",0.000371,"girl"
1929,"Myrna",0.000369,"girl"
1929,"Rosetta",0.000365,"girl"
1929,"Elnora",0.000359,"girl"
1929,"John",0.000356,"girl"
1929,"Rena",0.000353,"girl"
1929,"Carmella",0.000352,"girl"
1929,"Eugenia",0.000345,"girl"
1929,"James",0.000342,"girl"
1929,"Guadalupe",0.000341,"girl"
1929,"Polly",0.00034,"girl"
1929,"Renee",0.000336,"girl"
1929,"Eleanore",0.000334,"girl"
1929,"Dolly",0.000333,"girl"
1929,"Ruthie",0.000333,"girl"
1929,"Nelda",0.000325,"girl"
1929,"Flossie",0.000324,"girl"
1929,"Nannie",0.000324,"girl"
1929,"Maryann",0.000322,"girl"
1929,"Neva",0.00032,"girl"
1929,"Pearlie",0.000316,"girl"
1929,"Josie",0.000315,"girl"
1929,"Margery",0.000315,"girl"
1929,"Dona",0.000313,"girl"
1929,"Elma",0.000312,"girl"
1929,"Sharon",0.000311,"girl"
1929,"Dixie",0.000308,"girl"
1929,"Aileen",0.000308,"girl"
1929,"Loraine",0.000307,"girl"
1929,"Mollie",0.000307,"girl"
1929,"Virgie",0.000307,"girl"
1929,"Yolanda",0.000302,"girl"
1929,"Aurora",0.000301,"girl"
1929,"Wilda",3e-04,"girl"
1929,"Zelma",3e-04,"girl"
1929,"Margarita",0.000297,"girl"
1929,"Amy",0.000296,"girl"
1929,"Earnestine",0.000296,"girl"
1929,"Eddie",0.000296,"girl"
1929,"Betsy",0.000295,"girl"
1929,"Matilda",0.000295,"girl"
1929,"Cornelia",0.000292,"girl"
1929,"Frieda",0.000292,"girl"
1929,"Lavonne",0.000291,"girl"
1929,"William",0.000291,"girl"
1929,"Dollie",0.00029,"girl"
1929,"Sybil",0.00029,"girl"
1929,"Rosella",0.000289,"girl"
1929,"Tommie",0.000289,"girl"
1929,"Christina",0.000287,"girl"
1929,"Consuelo",0.000287,"girl"
1929,"Sheila",0.000287,"girl"
1929,"Robbie",0.000286,"girl"
1929,"Avis",0.000285,"girl"
1929,"Nola",0.000284,"girl"
1929,"Bernadette",0.000283,"girl"
1929,"Carole",0.000282,"girl"
1929,"Harriett",0.000277,"girl"
1929,"Winnie",0.000277,"girl"
1929,"Molly",0.000276,"girl"
1929,"Corrine",0.000275,"girl"
1929,"Beverley",0.000272,"girl"
1929,"Concetta",0.000271,"girl"
1929,"Claudia",0.00027,"girl"
1929,"Leah",0.000267,"girl"
1929,"Maureen",0.000266,"girl"
1929,"Cecile",0.000264,"girl"
1929,"Lora",0.000264,"girl"
1929,"Alicia",0.000262,"girl"
1929,"Judy",0.000262,"girl"
1929,"Delia",0.000261,"girl"
1929,"Lily",0.00026,"girl"
1929,"Melva",0.000259,"girl"
1929,"Odessa",0.000258,"girl"
1929,"Florine",0.000257,"girl"
1929,"Letha",0.000256,"girl"
1929,"Lorna",0.000256,"girl"
1929,"Earlene",0.000254,"girl"
1929,"Antonia",0.00025,"girl"
1929,"Leila",0.000246,"girl"
1929,"Greta",0.000244,"girl"
1929,"Iona",0.000242,"girl"
1929,"Leatrice",0.000239,"girl"
1929,"Jerry",0.000238,"girl"
1929,"Joanna",0.000237,"girl"
1929,"Aline",0.000235,"girl"
1929,"Millie",0.000235,"girl"
1929,"Maude",0.000234,"girl"
1929,"Bertie",0.000232,"girl"
1929,"Mercedes",0.00023,"girl"
1929,"Reva",0.000229,"girl"
1929,"Beth",0.000226,"girl"
1929,"Charles",0.000224,"girl"
1929,"Corine",0.000224,"girl"
1929,"Georgie",0.000224,"girl"
1929,"Gilda",0.000224,"girl"
1929,"Queen",0.000224,"girl"
1929,"Eliza",0.000223,"girl"
1929,"Bennie",0.000222,"girl"
1929,"Hannah",0.000221,"girl"
1929,"Ophelia",0.00022,"girl"
1929,"Helena",0.000219,"girl"
1929,"Hope",0.000219,"girl"
1929,"Lilly",0.000219,"girl"
1929,"Sandra",0.000219,"girl"
1929,"Ilene",0.000216,"girl"
1929,"Lorena",0.000215,"girl"
1929,"Nona",0.000213,"girl"
1929,"Louella",0.000211,"girl"
1929,"Alyce",0.00021,"girl"
1929,"Evangeline",0.000208,"girl"
1929,"Lessie",0.000208,"girl"
1929,"Doreen",0.000207,"girl"
1929,"Allie",0.000204,"girl"
1929,"Callie",0.000204,"girl"
1929,"Jannie",0.000201,"girl"
1929,"Dorris",2e-04,"girl"
1929,"Johanna",0.000199,"girl"
1929,"Freddie",0.000198,"girl"
1929,"Berniece",0.000197,"girl"
1929,"Delphine",0.000195,"girl"
1929,"Janis",0.000195,"girl"
1929,"Philomena",0.000195,"girl"
1929,"Merle",0.000194,"girl"
1929,"Dawn",0.000193,"girl"
1929,"Jaunita",0.000193,"girl"
1929,"Roslyn",0.000192,"girl"
1929,"Adelaide",0.00019,"girl"
1929,"Hester",0.000189,"girl"
1929,"Esperanza",0.000188,"girl"
1929,"Kay",0.000188,"girl"
1929,"Joe",0.000188,"girl"
1929,"Julie",0.000187,"girl"
1929,"Elouise",0.000186,"girl"
1929,"Dortha",0.000183,"girl"
